Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2018,BMW,BMX,Mini,Mini Cooper Clubman,2B34704,0,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F54,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,3.88,44.0,1,Not eqipped,GBMX10038496,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0115700,0.3289000,280.3300000,0.0070000,,0.0020700,,31.6,MPG,29.9000000,30.4000000,35.4000000,,-4.5210000,-3.1330000,-3.1570000,34.800,0.07300,0.019940,14.000,0.06500,0.019120,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Clubman,2B34704,0,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F54,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3375,3.88,44.0,1,Not eqipped,GBMX10038497,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0046600,0.1404000,180.6800000,0.0050000,,0.0016200,,48.9,MPG,,,,,-1.0530000,-1.1370000,0.2420000,34.800,0.07300,0.019940,14.000,0.06500,0.019120,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Clubman ALL4,2C41508,0,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F54,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.75,34.7,1,Not eqipped,HBMX10044023,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0013800,0.2458000,202.6000000,0.0025000,,0,,43.5,MPG,,,,,-9.4190000,-8.4120000,-1.1330000,47.000,-0.03100,0.021460,11.500,0.16100,0.018600,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Clubman ALL4,2C41508,0,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F54,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.75,34.7,1,Not eqipped,HBMX91003333,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0066584,0.4150490,292.3631245,0.0079481,,0.0022219,,30.4,MPG,28.4114563,30.3529364,32.1393993,,-2.9504400,-1.8073690,-3.6723700,47.000,-0.03100,0.021460,11.500,0.16100,0.018600,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Clubman ALL4,2C41508,1,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F54,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.75,34.7,1,Not eqipped,HBMX91003337,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0008956,0.2328648,197.7204815,0.0061144,,0.0011188,,44.9,MPG,,,,,2.8331630,2.1307540,0.5386620,47.000,-0.03100,0.021460,11.500,0.16100,0.018600,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Clubman ALL4,2C41508,1,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F54,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.75,34.7,1,Not eqipped,HBMX91003338,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0093780,0.4265993,307.8663831,0.0087110,,0.0034205,,28.8,MPG,26.8258857,28.2032853,32.0949777,,-0.3781700,0.0328150,-0.6277470,47.000,-0.03100,0.021460,11.500,0.16100,0.018600,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Clubman ALL4,2C42002,1,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F54,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,4.06,37.5,1,Not eqipped,HBMX10044027,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0078800,0.2660000,314.8700000,0.0089000,,0.0016900,0.0003000,28.1,MPG,26.2000000,26.7000000,32.8000000,,-2.5510000,-2.0400000,-1.4130000,36.700,0.22300,0.019380,15.700,0.22300,0.019380,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Clubman ALL4,2C42002,1,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F54,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,4.06,37.5,1,Not eqipped,HBMX10044553,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0015500,0.1471000,190.7500000,0.0024000,,0.0003200,,46.3,MPG,,,,,-7.5840000,-6.3910000,-1.4900000,36.700,0.22300,0.019380,15.700,0.22300,0.019380,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Convertible,3A81005,0,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.42,40.3,1,Not eqipped,GBMX10038501,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0096300,0.3201000,252.9800000,0.0077000,,0.0030200,,34.9,MPG,32.5000000,34.0000000,38.9000000,,-1.1020000,-0.8600000,-1.0350000,31.900,-0.03000,0.021850,11.000,-0.07700,0.021670,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Convertible,3A81005,0,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.42,40.3,1,Not eqipped,GBMX10038502,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0017000,0.0807000,165.8800000,0.0082000,,0.0007600,,53.3,MPG,,,,,-1.1020000,-0.8600000,-1.0350000,31.900,-0.03000,0.021850,11.000,-0.07700,0.021670,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Convertible,3A83003,0,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F57,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,3.68,35.5,1,Not eqipped,GBMX10038498,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0077500,0.3751000,252.5300000,0.0074000,,0.0022300,,34.9,MPG,32.2000000,34.6000000,38.2000000,,-1.5440000,-0.7440000,-1.3130000,38.200,-0.19500,0.023400,13.900,-0.06300,0.021360,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Convertible,3A83003,0,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F57,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,3.68,35.5,1,Not eqipped,GBMX10038500,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0033400,0.1597000,175.9300000,0.0037000,,0.0013500,,50.3,MPG,,,,,-0.9990000,-0.7060000,-0.3010000,38.200,-0.19500,0.023400,13.900,-0.06300,0.021360,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Convertible,3A83003,1,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F57,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,3.68,35.5,1,Not eqipped,GBMX10038499,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0104500,0.3262000,263.8500000,0.0055000,,0.0027300,,33.5,MPG,31.0000000,32.9000000,36.9000000,,-0.3260000,0.3540000,-1.1590000,38.200,-0.19500,0.023400,13.900,-0.06300,0.021360,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman,3B62509,0,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,4.10,35.1,1,Not eqipped,HBMX10044555,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0071900,0.3239000,277.0100000,0.0045000,,0.0027800,0.0002800,31.9,MPG,29.7000000,31.6000000,34.6000000,,-3.6900000,-2.1920000,-2.0940000,41.200,-0.07300,0.023240,17.000,-0.07300,0.023240,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman,3B62509,0,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,4.10,35.1,1,Not eqipped,HBMX10044576,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0006000,0.1788000,191.6300000,0.0043000,,0.0002700,,46.0,MPG,,,,,-2.3120000,-1.8800000,-0.6730000,41.200,-0.07300,0.023240,17.000,-0.07300,0.023240,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman,3B62509,1,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,4.10,35.1,1,Not eqipped,HBMX10044577,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0072600,0.4694000,294.2200000,0.0059000,,0.0032100,0.0006300,30.0,MPG,28.8000000,29.1000000,32.9000000,,-0.7650000,-0.2320000,-1.2810000,41.200,-0.07300,0.023240,17.000,-0.07300,0.023240,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman,3B63002,0,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,4.12,43.1,1,Not eqipped,HBMX10044552,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0050300,0.1976000,285.2200000,0.0076000,,0.0014800,0.0007000,31.3,MPG,29.7000000,30.4000000,34.7000000,,0.8680000,0.6250000,0.1720000,34.600,0.11900,0.021540,17.500,0.01200,0.021710,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman,3B63002,0,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,4.12,43.1,1,Not eqipped,HBMX10044554,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0001800,0.1649000,185.1000000,0.0022000,,0.0001100,,48.2,MPG,,,,,-2.2180000,-1.9150000,-0.3900000,34.600,0.11900,0.021540,17.500,0.01200,0.021710,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman ALL4,3B75503,0,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,4.06,34.8,1,Not eqipped,HBMX10044582,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0094800,0.4830000,308.7500000,0.0041000,,0.0029900,0.0004000,28.8,MPG,27.5000000,27.9000000,32.1000000,,2.2610000,1.2670000,0.4780000,36.800,0.22400,0.021570,18.700,-0.06700,0.023410,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman ALL4,3B75503,0,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,4.06,34.8,1,Not eqipped,HBMX10044583,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0006100,0.1320000,194.6241000,0.0040000,,0.0002900,,45.7,MPG,,,,,2.2950000,2.0400000,0.1340000,36.800,0.22400,0.021570,18.700,-0.06700,0.023410,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman ALL4,3C02001,1,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.75,32.1,1,Not eqipped,HBMX10043975,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0006100,0.2958000,207.7600000,0.0035000,,0.0000700,,42.4,MPG,,,,,0.2720000,0.0770000,-0.4840000,44.900,-0.02200,0.023220,22.800,-0.00300,0.022550,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman ALL4,3C02001,1,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.75,32.1,1,Not eqipped,HBMX10044580,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0088600,0.4902000,292.1200000,0.0040000,,0.0032900,0.0002700,30.2,MPG,28.0000000,30.1000000,32.3000000,,-1.2010000,-0.6810000,-0.9250000,44.900,-0.02200,0.023220,22.800,-0.00300,0.022550,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper Countryman ALL4,3C02001,2,1.500,HBMXV01.5M3X,Car,134,3,1.5-B36-F60,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,3.75,32.1,1,Not eqipped,HBMX10044581,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0105100,0.4886000,312.4300000,0.0038000,,0.0033700,0.0002700,28.3,MPG,26.9000000,27.7000000,30.5000000,,0.7100000,0.3370000,-1.2180000,44.900,-0.02200,0.023220,22.800,-0.00300,0.022550,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 2 DOOR,T739201,3,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3000,3.68,35.5,1,Not eqipped,GBMX91002837,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0000157,0.0924755,174.7547433,0.0048452,,0.0004755,,51.0,MPG,,,,,1.2242250,1.6780950,-0.0753600,27.600,0.15600,0.018060,-0.800,0.37700,0.014990,TWC,Three-way catalyst,N,2,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 2 DOOR,T739201,3,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3000,3.68,35.5,1,Not eqipped,GBMX91002838,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0031438,0.1564276,245.0182173,0.0063660,,0.0012958,,36.4,MPG,34.2608817,35.7676552,39.6356704,,-2.2463490,-1.1973140,-1.1004640,27.600,0.15600,0.018060,-0.800,0.37700,0.014990,TWC,Three-way catalyst,N,1,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 2 DOOR,T739201,4,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3000,3.68,35.5,1,Not eqipped,GBMX10037057,MFR,No,,,,,35,California fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0070000,0.2853000,256.7300000,0.0053000,0.0004600,0.0034000,,34.4,MPG,32.6000000,33.4000000,38.2000000,,-2.9090000,-1.6290000,-0.5680000,27.600,0.15600,0.018060,-0.800,0.37700,0.014990,TWC,Three-way catalyst,N,1,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 2 DOOR,T739201,4,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3000,3.68,35.5,1,Not eqipped,GBMX10037231,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0171600,0.1862000,166.2900000,0.0036000,,0.0046600,,53.2,MPG,,,,,-10.1940000,-8.6080000,-1.7190000,27.600,0.15600,0.018060,-0.800,0.37700,0.014990,TWC,Three-way catalyst,N,2,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 2 DOOR,T739700,1,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,2875,3.42,40.4,1,Not eqipped,GBMX10037754,MFR,No,,,,,35,California fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0032000,0.0615000,244.4900000,0.0066000,1.0230000,0.0011200,,36.3,MPG,35.5000000,34.5000000,40.8000000,,-5.3328000,-3.4210000,-1.9010000,21.400,0.31500,0.016580,6.100,0.12500,0.017670,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 2 DOOR,T739700,1,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,2875,3.42,40.4,1,Not eqipped,GBMX10037755,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0030900,0.0422000,158.6800000,0.0041000,,0.0006100,0.0001000,55.7,MPG,,,,,-4.1470000,-3.4440000,-0.9890000,21.400,0.31500,0.016580,6.100,0.12500,0.017670,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 4 DOOR,T739201,1,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.68,35.5,1,Not eqipped,GBMX10037232,MFR,No,,,,,35,California fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0049200,0.2451000,239.7700000,0.0049000,0.0014500,0.0018200,,36.8,MPG,34.6000000,36.3000000,40.2000000,,-0.6870000,-0.0690000,-1.0870000,28.300,0.15600,0.018330,1.100,0.33800,0.015680,TWC,Three-way catalyst,N,1,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 4 DOOR,T739201,1,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.68,35.5,1,Not eqipped,GBMX10037233,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0013100,0.0874000,169.3000000,0.0043000,,0.0006500,,52.3,MPG,,,,,-1.1521000,-1.1620000,-0.0710000,28.300,0.15600,0.018330,1.100,0.33800,0.015680,TWC,Three-way catalyst,N,2,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 4 DOOR,T739201,2,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.68,35.5,1,Not eqipped,GBMX10036969,MFR,No,,,,,35,California fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0037200,0.2257000,269.0100000,0.0064000,,0.0012900,,32.9,MPG,31.5000000,31.7000000,36.7000000,,-0.1610000,0.2880000,-0.6130000,28.300,0.15600,0.018330,1.100,0.33800,0.015680,TWC,Three-way catalyst,N,1,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 4 DOOR,T739201,2,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.68,35.5,1,Not eqipped,GBMX10037234,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0011300,0.1292000,170.1800000,0.0034000,,0.0005300,,52.0,MPG,,,,,-3.8520000,-2.8370000,-0.2640000,28.300,0.15600,0.018330,1.100,0.33800,0.015680,TWC,Three-way catalyst,N,2,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 4 DOOR,T739700,0,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3000,3.42,40.4,1,Not eqipped,GBMX10037752,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0036500,0.0960000,237.1000000,0.0051000,,0.0011500,,37.4,MPG,36.1000000,35.7000000,41.9000000,,-6.5400000,-4.3300000,-3.7970000,22.300,0.31500,0.016850,5.100,0.18500,0.017250,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,MINI COOPER HARDTOP 4 DOOR,T739700,0,1.500,GBMXV01.5M36,Car,134,3,1.5-B36-F55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3000,3.42,40.4,1,Not eqipped,GBMX10037753,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0020400,0.0338000,159.1700000,0.0040000,,0.0008700,,55.7,MPG,,,,,-10.8180000,-9.3000000,-1.8160000,22.300,0.31500,0.016850,5.100,0.18500,0.017250,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper S (3-doors),T740204,0,2.000,FBMXV02.0B46,Car,189,4,2.0-B46-F5X,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.50,33.4,1,Not eqipped,FBMX10033113,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0125700,0.1561000,190.9800000,0.0032000,,0.0032700,,46.4,MPG,,,,,99.9900000,99.9900000,99.9900000,32.600,0.15600,0.019870,9.700,0.29300,0.017870,TWC,Three-way catalyst,N,2,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,Mini Cooper S (3-doors),T740204,0,2.000,FBMXV02.0B46,Car,189,4,2.0-B46-F5X,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.50,33.4,1,Not eqipped,FBMX91002454,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0067196,0.1812102,262.1027269,0.0104860,,0.0019433,,34.0,MPG,32.9084236,33.1628827,36.6683188,,1.7953240,1.1916570,0.4964020,32.600,0.15600,0.019870,9.700,0.29300,0.017870,TWC,Three-way catalyst,N,1,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,Mini Cooper S (3-doors),T740204,1,2.000,FBMXV02.0B46,Car,189,4,2.0-B46-F5X,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.50,33.4,1,Not eqipped,FBMX91002461,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0,0.1556712,187.1839312,0.0022724,,0,0,47.6,MPG,,,,,-0.9555480,-0.6373330,-0.3827760,32.600,0.15600,0.019870,9.700,0.29300,0.017870,TWC,Three-way catalyst,N,2,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,Mini Cooper S (3-doors),T740204,1,2.000,FBMXV02.0B46,Car,189,4,2.0-B46-F5X,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.50,33.4,1,Not eqipped,FBMX91002462,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0052693,0.1166004,276.6900218,0.0079404,,0.0010604,0.0002848,32.2,MPG,31.1973242,31.1489943,35.4025066,,-2.2064790,-1.1685830,-0.6315000,32.600,0.15600,0.019870,9.700,0.29300,0.017870,TWC,Three-way catalyst,N,1,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2018,BMW,BMX,Mini,Mini Cooper S (3-doors),T740702,0,2.000,FBMXV02.0B46,Car,189,4,2.0-B46-F5X,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.56,41.6,1,Not eqipped,FBMX10033117,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0062900,0.3193000,292.9800000,0.0050000,0.0003700,0.0016500,,30.3,MPG,30.1600000,28.4900000,34.3800000,,99.9000000,99.9000000,99.9000000,26.700,0.35800,0.017900,9.300,0.19500,0.018730,TWC,Three-way catalyst,N,,,N,No averaging
2018,BMW,BMX,Mini,Mini Cooper S (3-doors),T740702,0,2.000,FBMXV02.0B46,Car,189,4,2.0-B46-F5X,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.56,41.6,1,Not eqipped,FBMX10033118,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0130400,0.2832000,183.7900000,0.0018000,,0.0028800,,48.1,MPG,,,,,99.9900000,99.9900000,99.9900000,26.700,0.35800,0.017900,9.300,0.19500,0.018730,TWC,Three-way catalyst,N,,,N,No averaging
